,0,1,2,3
19990,,1,Sun Mar 01 16:55:16 +0000 2020,"RT @itsyoursTarun: Burning Cars, Houses, robbing Reliance Fresh, Blocking Roads and now     Killing Police personnel in the name of #CAA anâ€¦"
19991,"New Delhi, India",0,Sun Mar 01 16:54:38 +0000 2020,@ArvindKejriwal @narendramodi @PMOIndia @AmitShah Do you guys have some idea what the hell is going on in Delhi or you are just sitting ignorant? This CAA shit needs to be sorted once an for all now and believe me you have got to understand this.   #CAAPr
19992,,0,Sun Mar 01 16:52:57 +0000 2020,@pankajpathak76 @AdhanaKanishk @PChidambaram_IN I hv read it and there is nothing against any citizen of India.. bcz it doesn't belong to any indian.  I wud be glad if I could rid of you confusion..  You can any question regarding #CAA either in hindi or 
19995,"Darbhanga, India",1,Sun Mar 01 16:46:13 +0000 2020,RT @Ghanshy16517950: Those opposing the #CAA are deliberately mixing up infiltrator and refugee .
20008,toronto,0,Sun Mar 01 16:32:52 +0000 2020,"@Oskoei India is a HINDU nation. Hindus have the Absolute Right to grant citizenship to whomever they please, and to exclude whomever they please, for any reason whatsoever. National Sovereignty. If Muslims dont like it they can leave India. #caa #modi"
20012,à´¹à´¸àµà´¤à´¿à´¨à´ªàµà´°à´‚,16,Sun Mar 01 16:31:23 +0000 2020,"Just as @jgopikrishnan70 exposed how the media/journalists gets paid for Planted articles, Do you think that some of the social personalities are also getting paid to plant and push some narratives like Opposing #UCC, #CAA etc ?    What do you think @RahulEaswar ?"
20013,,0,Sun Mar 01 16:31:21 +0000 2020,"@fayedsouza Have u read full #CAA , first read it full and than rant here.."
20019,Delhi,0,Sun Mar 01 16:25:36 +0000 2020,"@PChidambaram_IN Please read the act, all your confusion be cleared. #CAA is for persecuted minorities in Pakistan, Afghanistan and Bangladesh. It is an humanitarian Act."
20025,"Mumbai, India",0,Sun Mar 01 16:16:04 +0000 2020,#CAA se kaam nahi chalega India should implement #NRC and #populationcontrollaw if we want progress and peaceful life.
20026,,0,Sun Mar 01 16:14:00 +0000 2020,@naren_challa Agree! So much fake news and fake reports! Very easy to make and distribute. We have to challenge anything that is false and hopefully fake and false postings will diminish. #CAA
20027,In The Dark,1,Sun Mar 01 16:13:47 +0000 2020,RT @imRshrivas: I think people of Delhi completely misunderstood the difference between Fundamental Rights and Fundamental Riots. #AK as CMâ€¦
20028,,0,Sun Mar 01 16:13:36 +0000 2020,@fayedsouza It's unfortunate that few journalists have still not understood as to what is #caa which is not against any community but still Muslims engaging bin protests. Just wondering is it their anger against BJP and Hindus in display?
20032,"Colorado Springs, CO",0,Sun Mar 01 16:11:11 +0000 2020,There are so many layers of fake news from all corners / media that even with genuine curiosity to know what exactly going on in #Delhi and #CAA issues - it just feels scary to start reading any thing
20034,,0,Sun Mar 01 16:09:39 +0000 2020,@nowthisnews Why spread fake news??? What is controversy in a law passed in both houses and president notified..in democracy parliament is supreme...do you want laws to be made according to wish and wimps of rioters?? First read the law #CAA and then repo
20035,India ,0,Sun Mar 01 16:09:11 +0000 2020,"@PChidambaram_IN Nobody will affect from #CAA , as it is not meant for Indian citizen , whether Hindu or Muslim .  It is applicable for the minorities, those are persecuted in Pakistan , Bangladesh &amp; Afghanistan and seek Indian Citizenship.  Half of t"
20036,delhi,1,Sun Mar 01 16:08:26 +0000 2020,RT @nagpaals: @ShekharGupta U r spreading lies.. What fire BJP LIT? A simple legislation for citizenship to persecuted from neighbouring coâ€¦
20042,"à¤¨à¤ˆ à¤¦à¤¿à¤²à¥à¤²à¥€, à¤­à¤¾à¤°à¤¤",0,Sun Mar 01 15:59:25 +0000 2020,"@fayedsouza It is not against #CAA it's inner anger of peaceful community against Teen Talaq , Section 370 and Ayodhya, if you are not able understand than you are a fool."
20045,,0,Sun Mar 01 15:57:27 +0000 2020,"@IamRoySanyal Personally I donâ€™t accept and acknowledge this. For me, #CAA will always stand for Cine Artist Association. Mithunda used to be the President of that organization."
20053,USA / INDIA,0,Sun Mar 01 15:43:58 +0000 2020,@TVMohandasPai @ShekharGupta I think #caa is fine but no use this NRC. Has a rich n powerful nation USA been able to expel their illegals or even identified them? Nrc is a divider and we should try non voting residency for illegals.
20060,"Guwahati, India",0,Sun Mar 01 15:38:22 +0000 2020,@YearOfTheKraken #CAA is a minor battle in a civilizational war. A mere 6 uneventful years with just this one real clash is hardly a time to be thinking of perishing. The RW must unite &amp; repel this onslaught of misinformation &amp; calumny. It's our D
20061,,0,Sun Mar 01 15:37:43 +0000 2020,@rakhitripathi Please define #CAA and enlighten us if its against any Indian..
20062,,0,Sun Mar 01 15:37:19 +0000 2020,"Avoid all Bollywood movies which actresses and actors belongs against #CAA ,#HinduSena #Hindutva"
20064,"Indore, India",0,Sun Mar 01 15:32:33 +0000 2020,Yes I am secular and I also supports CAA. Will society accept me? . . #CAA #CAA_NRC_Protests
20068,India,0,Sun Mar 01 15:31:48 +0000 2020,"@fayedsouza After protesting so much, losing an infant life at Shaheen Bagh and countless deaths in riots caused by such protests, Can anyone explain which line of #CAA is the problem?"
20069,"Jambudwipe, Bharatkhande",0,Sun Mar 01 15:30:17 +0000 2020,"@fayedsouza Faye our country ðŸ‡®ðŸ‡³ is not ready for it   The structure , Governance , and most importantly technology is almost non existent   Lastly :don't force it to win elections .. it may not prove to be juggernaut anymore   A good many moneybags "
20074,"chennai,india",0,Sun Mar 01 15:19:43 +0000 2020,#CAA questions @naukarshah  1)Oppose CAA bcos it is unsecular and arbitrary in who is included among persecuted minorities?. 2)Oppose it bcos in Assam it will deny citizenship to Muslims who were excluded in NRC even if they were actually not illegal immigrants?. 1/n
20078,"Gujarat, India",0,Sun Mar 01 15:14:54 +0000 2020,@fayedsouza We need #CAA and #NRC_NPR exactly for these purpose. These suvars are the cause who will not allow non muslims to live in Bharat and ask for Azaadi. Send them all to Pakishaitan and Bangladesh we gave it for Muslims.
20081,"Nagaon,Assam,India.",0,Sun Mar 01 15:10:45 +0000 2020,"@fayedsouza I can understand ppl not welcoming #CAA and new citizens with it, because this country is not providing enough for the ones already living here.   But why against #NRC ?  I want illegal immigrants out of here."
20082,,0,Sun Mar 01 15:10:30 +0000 2020,@DhamiSd106 @kaushikcbasu India is burning. And this fire has been lit by all those who have been spreading fake &amp; mischevious narratives that #CAA is discriminatory &amp; is Anti-Muslim   The blame is also on those who instigated the common man to de
20085,,0,Sun Mar 01 15:10:02 +0000 2020,"@deadline_guru @riz1ahamed Haha see some of you are good ones but, just to do riots and announce jihaad on rules like #caa and #NRC_NPR those muslims are terrorists and the way you guys kill people if i were to be you i would have been ashamed to be a mus"
20086,Jaipur,4,Sun Mar 01 15:09:40 +0000 2020,@MIB_India @PrakashJavdekar Since the passage of #CAA in December 2019 many news channels and journalists continuously misled and fuelled aggression among Muslim community which led to violence.When their responsibility be fixed and action will be taken a
20092,,0,Sun Mar 01 15:08:27 +0000 2020,@AmitShah only cares about the #CAA being passed. The country is burning and people are dying yet all he cares for is #CAA. Just shows that how unsympathetic #BJP can be. It is shameless that they have no value for life. #IndiaBurning
20096,"Jammu, Jammu And Kashmir",0,Sun Mar 01 15:07:17 +0000 2020,Had the  #SupremeCourt initially stayed implementation of #CAA the lawlessness resulting in communal roits would have been prevented. Loss of lives would have been saved? Same inaction  against    Goli Maro gang of MPs and others. Cant Hon'ble judges act  now?
20104,mumbai,0,Sun Mar 01 15:00:06 +0000 2020,"I feel people should listen to the police and go home peacefully. The government said No NRC is coming, so let's take their word 4 it.  If they bring it you can always protest peacefully again. As for #CAA being unconstitutional let the court decide.   #ShaheenBagh"
20112,"Madhya Pradesh, India",0,Sun Mar 01 14:53:01 +0000 2020,"Wow was dwelling deep into Bhadhralok community and Namashudra community of west bengal and now i am pretty sure why still there is caste system prevelant in India,communist got power using Namashudras and then started to depot them and later blamed bhadhralok. #Politics  #CAA"
20114,India,0,Sun Mar 01 14:52:16 +0000 2020,"@ANI request to All NGOs, parties, every indian, every religion in indian.....please co together and work on communalism it is the biggest and hardest problem india is facing today #DelhiRiots2020 #CoronaVirusUpdate #DelhiViolance #DelhiViolence #CAA #NRC"
20116,"Pune, India",2,Sun Mar 01 14:51:28 +0000 2020,"@KanchanGupta @CNNnews18 â€œdisinformation campaign on #CAA that has resulted in riots, deaths and destructionâ€ Big question is- Why has govt not acted against these criminal acts? This only emboldened them. This is damaging Indiaâ€™s image as well as d"
20117,,1,Sun Mar 01 14:51:24 +0000 2020,Great now we have riots in Tilak Nagar @PMOIndia @PIBHomeAffairs @AmitShah @narendramodi Request you please take immediate action.  @IndiaToday Please run this news #TilakNagar #riots   And the #Hypocrites who think #CAA was wrong. These events justify #CAA n their need.
20120,"Coimbatore, India",0,Sun Mar 01 14:48:01 +0000 2020,"@saysatheesh @SaffronSurge3 @itisprashanth It is as simple as that opposition parties are provoking these kind of protests for their political gain and vote. As I know about #CAA ,an existing #Indian citizens need not to worry,as It doesn't applicable for"
20124,"Toronto, Ontario",0,Sun Mar 01 14:42:48 +0000 2020,"Shah need to go a bit more clear on #CAA rallies, explaining the rules/requirement  Enough said We wont take back #CAA, it gives citizenship Explian It gives citz to * ONLY those who asked for it until 2014  And only THOSE WHO  *SHOW THEIR FOREIGN DOCUMENTS"
20125,,0,Sun Mar 01 14:41:49 +0000 2020,"If a #racist, #homophobic and incompetent buffoon such as #BorisJohnson could find the current situation appalling and the #CAA divisive, you must be doing something wrong. #GoBackAmitShah #CAA_NRC_Protests #Delhi"
20131,,0,Sun Mar 01 14:37:18 +0000 2020,"Why UK parliament discusses Indian internal affairs. Do they think India is still their colony? Do they want India to discuss Britain's policies and pass resolutions?  Instead, they should stop being safe haven for criminals across world and our country.  #CAA #CAA_NRC_NPR"
20136,,0,Sun Mar 01 14:34:26 +0000 2020,"Look what have you done #CAA and #NRC, burnt my country. I'm sensing fear all around me, and being locked inside your own house. May God grant these fools with nonsense in their heads who think their religion is superior some wits. #NotForGod #ForPoliticians #MyIndiaisGreat"
20140,AHMEDABAD,0,Sun Mar 01 14:31:59 +0000 2020,"@fayedsouza So, a law passed by the parliament should be discarded just because some people with the help of vested interest and a biased media is able to create anarchy in the society and threatens to taar down the fabric of society. Some journalism this"
20141,,4,Sun Mar 01 14:30:55 +0000 2020,"@fayedsouza âž¡ï¸#CAA was not needed. Even without it, citizenship &amp;or asylum could be granted to any meritorious immigrant, even if illegal. âž¡ï¸CAA was attempt to polarize and consolidate members of 6 communities into #BJP's #VoteBank. âž¡ï¸CAA "
20142,Earth,0,Sun Mar 01 14:29:49 +0000 2020,#shaheenbaghcollapse if some people have misunderstood #CAA others have misunderstood the meaning of #Secular as defined in the #Constitution  and its application to a democratic republic.
20153,Bengaluru,1,Sun Mar 01 14:25:54 +0000 2020,"@fayedsouza Lol. Aren't you exposing yourself. Now you realize a law which doesn't affect citizens and all these mayhem in the name of #CAA was totally a chrislamic project as a part of hate Hindu, hate Modi and hate India! #soros"
20160,"Gujarat, India",1,Sun Mar 01 14:22:51 +0000 2020,RT @rushiraj_dave: Bro.. If you have documents then why are you scared???? #NRC #CAA  Ans - bro.. if you have seen Delhi police's behaviourâ€¦
20161,,0,Sun Mar 01 14:22:42 +0000 2020,"@fayedsouza So with all your journalistic brilliance, can you explain how #CAA is harmful to Indian Muslims? And why it needs to be scrapped? Take this challenge else we all know how you operate ðŸ’°"
20171,,0,Sun Mar 01 14:17:16 +0000 2020,@republic There are numerous videos of hate speeches seen on social media ..these should be given equal coverage as to that of @KapilMishra_IND so that public is able compare and form informed opinion about riot instigators &amp; riot-enabblers @TimesNow 
20174,"New Delhi, India",1,Sun Mar 01 14:16:12 +0000 2020,RT @kumar_rajeev555: @AmitShah @BJP4Bengal Kashmiri Muslims &amp; others with folding hand requesting to @PMOIndia  @AmitShahOffice to evacuateâ€¦
20193,"yahan, wahan or kahan",1,Sun Mar 01 14:09:33 +0000 2020,"Bro.. If you have documents then why are you scared???? #NRC #CAA  Ans - bro.. if you have seen Delhi police's behaviour and selective actions in #DelhiRiot2020, you get it. It's Not Rocket science.  PS - Delhi police takes orders from home minister Amit shah's office."
20202,,1,Sun Mar 01 14:05:25 +0000 2020,"RT @CAPMohan: @fayedsouza Now #CAA is like chemo , Painful, but India is not going to survive with this kind of political and economic burdâ€¦"
20203,"Bhubaneshwar, India",0,Sun Mar 01 14:04:42 +0000 2020,"#Political_Islam Anti-CAA #Islamist protesters of India know well that #CAA has nothing to do with them and fighting for the citizenship of Muslim refugees from neighbouring #countries. The attack is being made behind the faÃ§ade of Democracy, Secularism and Constitution. #Lebanon"
20205,"Kuala lumpur, Malaysia",0,Sun Mar 01 14:04:36 +0000 2020,@soulstage @ZeeNewsHindi @sudhirchaudhary @SureshChavhanke @vijai63 @republic @AdityaRajKaul @dhaval241086 @muglikar_ @TimesNow @9NEWS @CBS @ABVPVoice @vikasbhaABP @ABPNews @awasthis @KapilMishra_IND @soulstage I think so you are living in the USA as nobo
20209,,1,Sun Mar 01 14:02:10 +0000 2020,"RT @ImrankhanAmanu1: During marina protest for jallikattu, muslim brothers and sisters came and supported.  Now we just required all Tamilâ€¦"
20210,"Chennai, India",1,Sun Mar 01 14:01:22 +0000 2020,"During marina protest for jallikattu, muslim brothers and sisters came and supported.  Now we just required all Tamil brothers and sisters to support us #CAA #IndianMuslimsInDanger"
20212,,0,Sun Mar 01 13:59:40 +0000 2020,"@ShekharGupta The fire has been lit not by the BJP but by those who are working overtime to spread false &amp; Mischevious narratives that #CAA is ""Discriminatory"" and is ""Anti-Muslim""   Moreover, all those who instigated the ppl to break section 144 &amp"
20217,India,53,Sun Mar 01 13:55:30 +0000 2020,"#AmitShah finally broke his silence but neither condemned #DelhiViolence nor appealed for peace. Instead, he praised #PMModi for â€˜historic decisionsâ€™ and blamed Opposition for spreading â€˜misinformationâ€™ over the #CAA.   #GoBackAmitShah #DelhiRiots #WorldAgainstDelhiPogrom"
20223,"Mumbai, India",0,Sun Mar 01 13:50:43 +0000 2020,@Voice_For_India So the side effects shown of #CAA and #NRC. India soon to become like Pakistan if  NRC is implemented. In modi govt india has gone towards backwards.
20226,,0,Sun Mar 01 13:48:14 +0000 2020,Chronology 1. Bring/Amend UnConstitutional Law.#CAA  2. Affected People Will Protest. #CAA_NRC_Protests   3. Politicians will provoke people to kill protesters. #DelhiRiots   4.Ankit lost his life and Mudassir lost his father.(Hindu Muslim Fights) #WorldAgainstDelhiPogrom
20232,,0,Sun Mar 01 13:43:24 +0000 2020,Delighted to see steadfast stand of Modi govt on #CAA. I guess lot CAA beneficiaries would be Hindus and Sindhis.  Govt should make a grand function of handing these beneficiaries citizenship on Gudi Padva- Chetichaand day. Signaling ushering of beautiful days ahead for them.
20236,"Wayne, NJ",0,Sun Mar 01 13:39:25 +0000 2020,@khanumarfa How many times same thing has been repeated? He and every minister has said #CAA is not applicable for Indian citizens. No Indian will loose citizenship. Dispelling may not be mediaâ€™s or oppositionâ€™s job but neither should be spreading mis
20241,,2,Sun Mar 01 13:38:04 +0000 2020,"The goons are provoked by congress, AAP and intellectual terrorists. under the deliberate misinformation on #CAA, now the property of hindus being destroyed and they are being butchered, now who will bear responsibility of loss #Islamic_jihad"
20247,"Jabalpur, India",1,Sun Mar 01 13:35:31 +0000 2020,"I think people of Delhi completely misunderstood the difference between Fundamental Rights and Fundamental Riots. #AK as CM, it's your duty to remind people about Fundamental Rights. Otherwise Riots will be continued.  #DelhiAgainstJehadiViolence  #DelhiRiot2020 #RiotReality #CAA"
20249,,1,Sun Mar 01 13:34:29 +0000 2020,"@fayedsouza Now #CAA is like chemo , Painful, but India is not going to survive with this kind of political and economic burden from Abrahamic religionists."
20252,India,1,Sun Mar 01 13:32:37 +0000 2020,RT @zedsnotdeadpool: Those saying only way to restore peace is to withdraw #NRC &amp; #CAA in the current form.  You're wrong.  RSS/ BJP not NRâ€¦
20259,,0,Sun Mar 01 13:29:05 +0000 2020,"To all those who have been brainwashed. CAA does not affect people who are already a citizen of India and during NRC, everyone will have to prove their citizenship, NOT JUST MUSLIMS, BUT HINDUS, CHRISTIANS, SIKHS, EVERY RELIGION. #CAA #IAmIndianISupportCAA #Muslim #Hindus"
20278,"Rewari, India",38,Sun Mar 01 13:20:20 +0000 2020,@sonamakapoor @theka_baar Once ask your dad what his grandfather told about Pakistan and why you are in India. What if your ancestors would have been in Pakistan.   First understand what #CAA is actually than spit out something.  @AnilKapoor
20279,"Raheja  Vihar, Powai, Mumbai",0,Sun Mar 01 13:18:58 +0000 2020,#MamataBanerjee govt must identify and arrest those goons who mouthed 'Goli Mari...' slogan on way to @AmitShah rally in #Kolkata..and it's not at all difficult..but i dont think she will ever do that to keep their identities under wrap.. #CAA #CAA_NRC_Protests  #Bengal
20284,"Kolkata, India",0,Sun Mar 01 13:13:54 +0000 2020,@timesofindia Does the gov't means that others are playing with #bharatjalaoparty #political #agenda  playing #politics with #blunderousjugglersparty #hindutwa #chronology  Playing #politics with #bigjholjhalparty fake #CAA #narratives sounds amazingly fu
20292,,0,Sun Mar 01 13:10:05 +0000 2020,"#CAA The world seems totally panicked about Coronavirus and for good reason.  Cases in Iran, Korea, Japan, Europe and the US.   Luckily, India seems remarkably safe from the virus.  Some kind of genetics saving us?"
20305,"Chennai, India",0,Sun Mar 01 13:05:14 +0000 2020,"@ndtv @tashandstar Seriously there is something seriously wrong with shah. #CAA in Meghalaya  willl look a patch work quilt, where people  cofined within designated ILP patches will forever have to worry those in   #CAA patches will not stretch their legs"
20308,Paradise City,0,Sun Mar 01 13:02:53 +0000 2020,"Superstar Shah in Bengal must be giving didi nightmares. Itâ€™s time @BJP4India wrest back Bengal and make it Indian, not a cesspool for Bangladeshi illegals. @BJP4Karnataka ðŸ”¥ðŸ‡®ðŸ‡³ðŸ”±  #AmitShah #BengalWelcomesAmitShah #bjp #Isupportdelhipolice #caa"
20334,,0,Sun Mar 01 12:51:30 +0000 2020,"@ShekharGupta BJP did not light...""journos"" like you and your ilk misled &amp; fanned flames of the illiterate Muslim mobs and egged them to riot. Your education is a waste - you earn ur bread by feasting on carcasses you create knowing well that CAA does"
20348,Tamilnadu,0,Sun Mar 01 12:47:23 +0000 2020,No Indian lost his citizenship but 42 lost their life and several still in critical !!  #CAA #CAA_NRC_Protests
20367,à¤­à¤¾à¤°à¤¤à¤µà¤°à¥à¤·à¥¤,0,Sun Mar 01 12:38:09 +0000 2020,"@Veenabhakta Oh, they know it all about #CAA and are experts on the subject matter, as per their ""Highly Intellectual"" passengers ðŸ˜"
20369,New Delhi,92,Sun Mar 01 12:36:31 +0000 2020,#VVI Imp. #Thread - 1/16  Exposing the truth of #DelhiRiots2020  And this is how the #CAA protest has evolved:  From Jamia to #ShaheenBagh &amp; then #Jaffarabad &amp; then #DelhiRiots2020  Kabhi Jinnah Wali Azadi toh Kabhi Hinduo Se Cheen Ke Lenge Azadi Kabhi Hinduo Ki Kabar Khodenge...
20374,"Bengaluru, India",0,Sun Mar 01 12:33:21 +0000 2020,"@_sabanaqvi @scroll_in Yes .. when we canâ€™t win elections, we instigate people on a law like #CAA and create unrest in the Country !"
20376,,0,Sun Mar 01 12:31:55 +0000 2020,"@fayedsouza Chor ke dadhi me tinka?  So all the violent protests and rioting was done to blackmail gov't to withdraw humanitarian #CAA ?  It gives citizenship to persecuted  minorities from Islamic muslim majority countries Pak, Bangladesh &amp; Afganista"
20382,"Prayagraj, India",0,Sun Mar 01 12:28:43 +0000 2020,@kamaalrkhan I'm a BJP and #CAA supporter and I'm against communal killing!!
20383,,0,Sun Mar 01 12:28:20 +0000 2020,#rajnikanth understands well #CAA.no Indian citizen is impacted with this law #CAA.Why so much of FUSS  ? what this #shahinbagh type protest by blocking the Roads and creating inconvenience to citizen! it seems a mob instigated by VESTED INTERST @RahulGandhi @KTRTRS @PawarSpeaks
20384,à¤­à¤¾à¤°à¤¤,0,Sun Mar 01 12:27:54 +0000 2020,"@rupasubramanya RupaJi. Have you read 93rd amendment and PCTV bill? If not then do read   Unlike #CAA thatâ€™s a humanitarian law for only refugees, those discriminatory provisions were for us Indians.   Yet Hindus caused no riots."
20389,Delhi NCR,1,Sun Mar 01 12:24:22 +0000 2020,RT @amitguptaHR: @gopalkagarwal @ManishTewari @AmitShah @INCIndia and whole lot of #UrbanNaxals know they canâ€™t prove #CAA illegal. Thatâ€™sâ€¦
20398,"Banda Aceh, Indonesia",0,Sun Mar 01 12:19:04 +0000 2020,"One of the CAB laws contains the possibility of illegal non-Muslim immigrants from Afghanistan, Bangladesh and Pakistan to obtain citizenship, the BBC reported.  #ShameOnYouModi #India #CAA #Hindu_Is_Terrorist #Pray4MoslemIndia #Muslims"
20427,,0,Sun Mar 01 12:07:17 +0000 2020,"@vinod_sharma #CAA India, by choosing to be secular nation in 1947, has done much better than Pakistan and Bangladesh. The vibrant multi-cultural and multi-religious Indian society helped its progress to what it is today. Do not turn India into Taliban's "
20436,Twitter,1,Sun Mar 01 12:00:29 +0000 2020,Those saying only way to restore peace is to withdraw #NRC &amp; #CAA in the current form.  You're wrong.  RSS/ BJP not NRC is behind the violence. NRC is just the excuse.   And there is no stopping the slide towards fascism now
20437,,0,Sun Mar 01 11:59:37 +0000 2020,@eenadulivenews #CAA India as a sovereign nation has the right to expel anyone from the country and revoke visa. But it should not use that expel someone for an expression of a view. It has the right but is it right? What are we afraid of? Are we so intol
20449,Wakanda,298,Sun Mar 01 11:53:42 +0000 2020,RT @ANI: Jadavpur University sources: Foreign Regional Registration Office under Union Ministry of Home Affairs sends notice to Kamil Siedcâ€¦
20463,,0,Sun Mar 01 11:48:01 +0000 2020,@Sanjay_Dixit #CAA Fair treatment is all that is wanted. NRC in Assam put 15 lakh Hindus and 4 lakh Muslims in question. Treat them equally. It will be ice to see the source of the stats you have quoted on population growths.
20481,,0,Sun Mar 01 11:40:58 +0000 2020,@saadhammadi He will be left out the #NRC and then given #citizenship under amended #CAA because he is #Hindu. The one two punch of NRC and CAA was designed to get only #Muslims out of â€œHindustanâ€.
20498,Utopia :),0,Sun Mar 01 11:36:07 +0000 2020,"@AmitShah today again reiterated that Hindus, Sikhs, Buddhists and Jains do not need to fear CAA and NRC.  What's missing.  #AmitShah #caa #nrc"
20505,India,0,Sun Mar 01 11:33:56 +0000 2020,@smritiirani @PIB_India @narendramodi Please donâ€™t try to teach girls too .after educated they will against you and ur government .did u see the educated people protest against #CAA and #NRC .just teach them care of family and cook foods #CAA  #CAA_NRC_
20525,Jaipur,338,Sun Mar 01 11:28:32 +0000 2020,"In undivided India, Punjab provinceâ€™s Muslim population went from 47.6% in 1881 to 53.2% to 1941.  You know what happened after that.  In whole of India, it went up from 18% to 24% between 1881 and 1941; you know the result.  So what does the  Anti-#CAA lobby want?"
20526,"Mumbai, India",0,Sun Mar 01 11:28:17 +0000 2020,Y no big celebrities and big corporates like Ambani not telling about #CAA . That means this has affected middle class and poor people only...   @imransolanki313 @ArvindKejriwal @Imran_ladha @sushant_says
20528,,0,Sun Mar 01 11:24:11 +0000 2020,"@ANI Terrible .All these foreign students have been given visa for a purpose to learn . Not to oppose / support #CAA.As such no India citizen is impacted in #CAA , few vested interest community/ political leaders are mis-guiding students and  #Sunni Musli"
20529,whythis,0,Sun Mar 01 11:22:07 +0000 2020,"@DVATW Oxymoron, support CAA n protection of minority.  And what Pak has to do with #CAA ðŸ¤”"
20532,,0,Sun Mar 01 11:15:00 +0000 2020,@rahulgupta1976 #CAA Welcoming persecuted ppl to come to India is a sign of a great nation. But CAA + NRC make ONLY the Muslims stateless and send them to death in detention camps. Amend CAA to make it fair &amp; just â€“ include Myanmar &amp; Sri Lanka a
20534,,0,Sun Mar 01 11:14:18 +0000 2020,"@SethShruti More than politicians, hate mongers like you hv misguided and instigated Muslims on harmless &amp; humanitarian #CAA.....  You are equally responsible for 43 deaths. Wait for the day when Karma will do justice with you...."
20535,"New Delhi, India",1,Sun Mar 01 11:09:15 +0000 2020,"@AmitShah @BJP4Bengal Kashmiri Muslims &amp; others with folding hand requesting to @PMOIndia  @AmitShahOffice to evacuate thr children from Iran,China, And with all efforts Our Govt evacuating them. But Muslims are protesting #CAA .SHAME ON #ShaheenBagh "
20536,Vadodara,0,Sun Mar 01 11:01:17 +0000 2020,@Mdzeeshanayyub And you r the bloody #Terrorists @DelhiPolice @DCP_DelhiMetro iska v bhasan tweet v dekh lo #CAA ke khilaf galat info isne v post kiya hey jiska indirect connection #DelhiRiots ae hey
20538,Ranchi ,0,Sun Mar 01 10:59:28 +0000 2020,@RudraRa04864495 @Javedakhtarjadu @DelhiPolice Javed Akhtar's family has known as the intellectuals and well educated family in Muslim's society. He is wholly responsible to instigate Muslim's to protest against the #CAA without going to understand the la
20539,,1,Sun Mar 01 10:59:11 +0000 2020,"RT @viralrg: As #Hindus, you may many Gods &amp; Sects, you may have your different holy books, you may have different gurus but to stay safe fâ€¦"
20541,"Sitamarhi, bihar",0,Sun Mar 01 10:57:34 +0000 2020,#CAA is a law granting citizenship. Not sniffer. First read the law and know the truth. Do not be ridiculous. @antonioguterres @UNHumanRights @UN @UNinIndia @Refugees
20545,"Mangalore, India",0,Sun Mar 01 10:48:21 +0000 2020,After #CAA #NRC came. The peace of India is gone and at many places people got killed and humanity value is lost too. Hope it gets cancelled and humanity is saved
20549,Shillong ,1,Sun Mar 01 10:41:32 +0000 2020,RT @coolcloud9: Curfew in my hometown #Shillong for the 2nd consecutive day after two lives were lost. The #CAA fire lit by Modi-Shah and iâ€¦
20550,India,0,Sun Mar 01 10:39:22 +0000 2020,"@ANI From bangladesi, German to Polish, and world.... do your own business. #CAA  Protest is not celebration, don't insert ur nose here."
20553,"Indore, India",0,Sun Mar 01 10:30:57 +0000 2020,"It's not limited to self safety. It's about the safety of our constitution. Wake up unawares plz wake up. Fire is expanding. will soon be burning ur home but then it'll be too late to wake. So wake today, support the minorities and oppose #CAA Requested ðŸ™ #DelhiRiot2020"
20554,India,0,Sun Mar 01 10:27:50 +0000 2020,@Islam_is_sin Kitna fake propagana fealate ho  2 months of Anti #CAA protest no violence  1 Pro CAA rally and Delhi turns into Gujarat 2002.  But naive chintu bhakts  will carry their bogus propoganda like urself
20557,,1,Sun Mar 01 10:17:00 +0000 2020,Curfew in my hometown #Shillong for the 2nd consecutive day after two lives were lost. The #CAA fire lit by Modi-Shah and ignored by @SangmaConrad for political gains is engulfing our state.
20558,Bharat,1,Sun Mar 01 10:14:14 +0000 2020,"RT @manuVirodhi: After #CAA, #CAA_NRC_Protests, #ShaheenBagh, Hindu and Muslim, Kapil Mishra and Owaisi;  Who is more famous today - Mahatmâ€¦"
20566,Sikkim....Bengaluru,5,Sun Mar 01 09:58:51 +0000 2020,"@PTI_News And with your NDA supporting Govt , and with your own Governor in Meghalaya, 3 deaths have happened in last 2 days over #CAA .."
20567,India,1,Sun Mar 01 09:54:37 +0000 2020,"As #Hindus, you may many Gods &amp; Sects, you may have your different holy books, you may have different gurus but to stay safe from these #Jihadis, you'll have to become one. Respect each others choice and unite #DelhiRiots #CAA #caa_nrc_support #Delhi"
20569,India,0,Sun Mar 01 09:52:05 +0000 2020,"Learning for #Hindus of #India, let's not be fools and vote on #economic agenda and issues. The guy you've voted is the best else you'll lose your faith and name in times to come. Support #Modi unconditionally! #370 #RamMandir,  #GST etc can't be done by weak! #DelhiRiots #CAA"
20572,"Pune, India",0,Sun Mar 01 09:48:48 +0000 2020,@OpusOfAli WRONG. I am a proud Hindu Brahmin. Not here to preach any of my Hindu/Muslim brothers. I support #caa. Yet to decide on NRC as rules are not discussed. And I donâ€™t have any hatred towards a common Muslim unless itâ€™s proven that that specifi
20573,India,0,Sun Mar 01 09:48:18 +0000 2020,"Learning for #Hindus from #delhielections2020, don't be fools and vote on economic issues &amp; freebies, they made you fools and looted you anyway! Be united and fight for your cause now or you'll be decimated by Natwarlal gang #DelhiRiots #Delhi #DelhiViolence #CAA #Hindutva"
